X,MainSystem
-10.0,2.174837848394642
-9.0,-4.289905861880584
-8.0,-318.66184639778663
-7.0,-2.899232866954583
-6.0,6.521899653231892
-5.0,-39.43220535747262
-4.0,-0.6596726041747705
-3.0,-13.912031954099364
-2.0,-12.38467322274266
-1.0,2.499220416974886
0.0,NaN
1.0,0.0
2.0,-0.061355672050995236
3.0,-1.5938560880119728
4.0,-2.2118020781940038
5.0,-0.6002829395800511
6.0,3.810152798565296
7.0,11.212059847330853
8.0,21.6114187407675
9.0,34.9227234818117
10.0,51.0175201208519
