X,Csc
-10.0,1.8381639608627405
-9.0,-2.4264866437759864
-8.0,-1.0107562183920615
-7.0,-1.5221010624818048
-6.0,3.5788995471860487
-5.0,1.0428352127490974
-4.0,1.3213487088137363
-3.0,-7.086167395557038
-2.0,-1.099750170289453
-1.0,-1.1883951057770452
0.0,NaN
1.0,1.1883951057770452
2.0,1.099750170289453
3.0,7.086167395557038
4.0,-1.3213487088137363
5.0,-1.0428352127490974
6.0,-3.5788995471860487
7.0,1.5221010624818048
8.0,1.0107562183920615
9.0,2.4264866437759864
10.0,-1.8381639608627405
