X,Cot
-10.0,-1.542351045324831
-9.0,2.2108454112450406
-8.0,0.14706506389425303
-7.0,1.1475154222964667
-6.0,-3.4363530041089354
-5.0,-0.2958129154541014
-4.0,-0.8636911544549524
-3.0,7.015252551252565
-2.0,0.45765755434787797
-1.0,-0.642092615932339
0.0,NaN
1.0,0.642092615932339
2.0,-0.45765755434787797
3.0,-7.015252551252565
4.0,0.8636911544549524
5.0,0.2958129154541014
6.0,3.4363530041089354
7.0,-1.1475154222964667
8.0,-0.14706506389425303
9.0,-2.2108454112450406
10.0,1.542351045324831
